"ID","title","creator-info","details","credit","section","F-number","JH-number","Object number","Dimensions","Provenance","artist","Edition","designer","printmaker","printer","rgb_img","bw_img","rgb_shape","bw_shape","heads","Head of a Woman","Head of a Man","Head of a Woman 1","Head of a Woman 2","Head of a Woman 3","Head of a Woman 4","Head of a Prostitute","Head of an Old Man","Torso of Venus","Torso of Venus 1","Torso of Venus 2","Torso of Venus 3","this torso of Venus","standing torso of Venus","Plaster Cast of a Womans Torso","Plaster Cast of a Womans Torso 1","Male Torso","self-portrait","artists portrait","Vincent van Gogh","Self-Portrait or Portrait of Theo van Gogh","Self-Portrait with Straw Hat and Pipe","Self-Portrait as a Painter","Self-Portrait with Straw Hat","Self-Portrait with Glass","Self-Portrait","Self-Portrait 1","Self-Portrait 2","portrait","Portrait of a Prostitute","Portrait of Pere Tanguy","Portrait of Pere Tanguy 1","Portrait of a Woman","Portrait of a Woman 1","Portrait of an Old Man","Portrait of Doctor Gachet","Portrait of Doctor Gachet 1","Portrait of Doctor Gachet 2","Portrait of Doctor Gachet 3","Portrait of Doctor Gachet 4","Portrait of Doctor Gachet 5","Portrait of Doctor Gachet 6","Portrait of Doctor Gachet 7","Old Man Drinking Coffee","Old Man Drinking Coffee 1","Old Man with a Stick","Old Man with a Stick 1","Seated Zouave","The Zouave","Seated Girl Seen from the Front","Nude Girl, Seated","Courtesan (after Eisen)","Two Manzai Dancers and Kite Flying Women and Children at the New Year","Little Child","Digger","drawing","painting","The Potato Eaters","The Potato Eaters 1","The Potato Eaters (#1)","Study for The Potato Eaters","Studies of the Interior of a Cottage, and a Sketch of The Potato Eaters","Four People Sharing a Meal","still life","Undergrowth","Undergrowth 1","Trees and Undergrowth","Dish with Citrus Fruit","Still Life with Earthenware and Bottles","Skull","Apples","Grapes","Beer Tankards","Basket of Potatoes","Basket of Potatoes 1","Baskets of Potatoes","Basket of Apples","Basket of Apples 1","Basket of Apples 2","Impasse des Deux Freres","Flame Nettle in a Flowerpot","Small Bottle with Peonies and Blue Delphiniums","Basket of Hyacinth Bulbs","Glass with Yellow Roses","Carafe and Dish with Citrus Fruit","bathing scene","nature","flowers","nude","figure (representation)","landscape (representation)","cityscape","genre picture","peasant life","interior scene","street scene","townscape","river landscape","cafe scene","seascape","coastal landscape","marine","history (visual work)","study","print","sketch","religion","allegory","animal art","Horse","New Print of Insects and Small Creatures","Kneeling Ecorche","Woman Sewing","Letter from Vincent van Gogh to Theo van Gogh with sketch of The Potato Eaters (recto)","Letter from Vincent van Gogh to Theo van Gogh with sketches of Head of a Woman and Head of a Woman","Letter from Vincent van Gogh to Theo van Gogh with sketch of The Reformed Church in Nuenen","Letter from Vincent van Gogh to Theo van Gogh with sketches of The Potato Eaters, Man and a Woman Planting Potatoes and Two Women Working in the Fields","Letter from Vincent van Gogh to Theo van Gogh with sketches of Three Orchards and Small Pear Tree in Blossom","Van Gogh wrote","he wrote","drew","complementary colours","which he painted a number of times","He would use this technique more than once in his later work","trial proof","Three Novels","Nuenen","Antwerp","Paris","Auvers-sur-Oise","Brussels","Saint-Remy-de-Provence","Arles","The Hague","Nieuw Amsterdam","Amsterdam","Drenthe","Etten","Ramsgate","Flenu","At Saint-Lazare","At Eternitys Gate","Square Saint-Pierre at Sunset","The Hill of Montmartre with Stone Quarry","The Hill of Montmartre with Stone Quarry 1","View of Paris with Notre-Dame and the Pantheon","View of Paris with the Hotel de Ville and the Tour Saint-Jacques","View of Paris with the Opera","Entrance to the Moulin de la Galette","Gardens on Montmartre and the Blute-Fin Windmill","The Labours of the Fields","Montmartre: Windmills and Allotments","View of Paris","Boulevard de Clichy","View from Theos Apartment","View from the Apartment in the Rue Lepic","The Boulevard de Clichy","Garden with Courting Couples: Square Saint-Pierre","Water Hyacinth, Sandpiper and Kingfisher, from the album New Selection of Birds and Flowers","Sudden Evening Shower on the Great Bridge near Atake, from the series One Hundred Views of Famous Places in Edo","Yoshiwara: The Field of Floating Islands in the Fuji Marshes, no. 15 from the series Collection of Illustrations of Famous Places near the Fifty-Three Stations [Along the Tokaido]","The Residence with Plum Trees at Kameido, from the series One Hundred Views of Famous Places in Edo","The Sagami River, from the series Thirty-Six Views of Mount Fuji","Tracing of The Plum Tree Teahouse at Kameido of Hiroshige","Tracing of the Cover of Paris Illustre. Le Japon","Flowering Plum Orchard (after Hiroshige)","Burning Weeds","Peasant Burning Weeds","A Workmans Meal Break","Sorrow","Worn Out","1871 - 1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890"
"s0005V1962","The Potato Eaters","Vincent van Gogh (1853 - 1890), Nuenen, April-May 1885","oil on canvas, 82 cm x 114 cm","Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","Van Gogh saw the Potato Eaters as a showpiece, for which he deliberately chose a difficult composition to prove he was on his way to becoming a good figure painter. The painting had to depict the harsh reality of country life, so he gave the peasants coarse faces and bony, working hands. He wanted to show in this way that they have tilled the earth themselves with these hands they are putting in the dish ... that they have thus honestly earned their food. He painted the five figures in earth colours something like the colour of a really dusty potato, unpeeled of course. The message of the painting was more important to Van Gogh than correct anatomy or technical perfection. He was very pleased with the result: yet his painting drew considerable criticism because its colours were so dark and the figures full of mistakes. Nowadays, the Potato Eaters is one of Van Goghs most famous works.","F0082","JH0764","s0005V1962","82 cm x 114 cm, 100 cm x 133 cm","Sent by the artist to his brother Theo van Gogh, Paris, at the beginning of May 1885; after Theos death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; transferred by Vincent Willem van Gogh, Laren, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded on 21 July 1962 between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown","Data\Img\s0005V1962\vangoghmuseum-s0005V1962-800-rgb.jpg","Data\Img\s0005V1962\vangoghmuseum-s0005V1962-800-bw.jpg","[564, 800, 3]","[564, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=painting","localhost","localhost","https://vangoghmuseum.nl/en/collection/p0016V1962","https://vangoghmuseum.nl/en/collection/s0135V1962r","https://vangoghmuseum.nl/en/collection/d0389V1962v","https://vangoghmuseum.nl/en/collection/d0388V1962r","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=genre picture","https://vangoghmuseum.nl/en/collection?Genre=peasant life","https://vangoghmuseum.nl/en/collection?Genre=interior scene","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/ba0008","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Nuenen","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1885","localhost","localhost","localhost","localhost","localhost"
"s0019V1962","Garden with Courting Couples: Square Saint-Pierre","Vincent van Gogh (1853 - 1890), Paris, May 1887","oil on canvas, 75.0 cm x 113.0 cm","Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","Van Gogh called this sunny park scene the painting of the garden with lovers. Couples in love are strolling under the young chestnut trees and sitting along the winding paths. He used a free variation on the technique of the Pointillists. They built up their compositions from dots of paint. Van Gogh instead applied small brushstrokes of varying length in different directions. This helped him to create the effect of a radiant spring day, which fit the sense of intimacy and togetherness he wished to express. He too longed for a wife and a family, but he had the most impossible love affairs. He eventually resigned himself to the situation; he was devoted to his art.","F0314","JH1258","s0019V1962","75.0 cm x 113.0 cm, 95.0 cm x 132.4 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, in the second half of May 1887; after Theos death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Rijksmuseum, Amsterdam, from 1927 to 1930; given on loan by Vincent Willem van Gogh to the Stedelijk Museum, Amsterdam, since 22 October 1931; donated by Vincent Willem van Gogh on 11 March 1952 to the (1st) Vincent van Gogh Foundation, Laren; transferred on 28 December 1960 by the (1st) Vincent van Gogh Foundation to the Theo van Gogh Foundation, Laren; agreement concluded on 21 July 1962 between the (2nd) Vincent van Gogh Foundation, Amsterdam, and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; donated on 21 July 1962 by the Theo van Gogh Foundation to the Vincent van Gogh Foundation; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown","Data\Img\s0019V1962\vangoghmuseum-s0019V1962-800-rgb.jpg","Data\Img\s0019V1962\vangoghmuseum-s0019V1962-800-bw.jpg","[537, 800, 3]","[537, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=painting","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=cityscape","https://vangoghmuseum.nl/en/collection?Genre=genre picture","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=street scene","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection/s0098V1962","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1887","localhost","localhost","localhost"
"s0022V1962","Self-Portrait as a Painter","Vincent van Gogh (1853 - 1890), Paris, December 1887-February 1888","oil on canvas, 65.1 cm x 50 cm","Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","Van Gogh presented himself in this self-portrait as a painter, holding a palette and paintbrushes behind his easel. He showed that he was a modern artist by using a new painting style, with bright, almost unblended colours. The palette contains the complementary colour pairs red/green, yellow/purple and blue/orange precisely the colours Van Gogh used for this painting. He laid these pairs down side by side to intensify one another: the blue of his smock, for instance, and the orange-red of his beard. Self-Portrait as a Painter was the last work Van Gogh produced in Paris; the city had exhausted him both mentally and physically. He told his sister Wil how he had portrayed himself: wrinkles in forehead and around the mouth, stiffly wooden, a very red beard, quite unkempt and sad.","F0522","JH1356","s0022V1962","65.1 cm x 50 cm, 86 cm x 71 cm","Left by the artist at the apartment of his brother Theo van Gogh, Paris, somewhere between December 1887 and February 1888; after Theos death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; 1909 given on loan by Jo van Gogh-Bonger to the Rijksmuseum, Amsterdam; given on loan by Vincent Willem van Gogh, Laren to the Rijksmuseum, Amsterdam, from 1927 to 1930; given on loan by Vincent Willem van Gogh to the Stedelijk Museum, Amsterdam, since 22 October 1931; donated by Vincent Willem van Gogh on 11 March 1952 to the (1st) Vincent van Gogh Foundation, Laren; transferred on 28 December 1960 by the (1st) Vincent van Gogh Foundation to the Theo van Gogh Foundation, Laren; agreement concluded on 21 July 1962 between the (2nd) Vincent van Gogh Foundation, Amsterdam, and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; donated on 21 July 1962 by the Theo van Gogh Foundation to the Vincent van Gogh Foundation; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown","Data\Img\s0022V1962\vangoghmuseum-s0022V1962-800-rgb.jpg","Data\Img\s0022V1962\vangoghmuseum-s0022V1962-800-bw.jpg","[800, 608, 3]","[800, 608]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=self-portrait","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=portrait","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=painting","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Paris","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1887","https://vangoghmuseum.nl/en/collection?Date=1888","localhost","localhost"
"s0027V1962","The Langlois Bridge","Vincent van Gogh (1853 - 1890), Arles, March 1888","oil on canvas, 59.6 cm x 73.6 cm","Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","The sky was grey when Van Gogh painted this bridge. He worked in the open air more than once in this spot in the southern French city of Arles. Laundry was done in this canal, and linens have been laid out to bleach on the far bank. All that is missing are the washerwomen who were included in an earlier version. Van Gogh carefully organised his composition. He chose a place for his easel where he could paint the patch of land with the road in the foreground as a large diagonal leading into the left background. He had seen diagonals of this kind used in Japanese prints. Vincent and his brother Theo had accumulated a joint collection of these prints in Paris.","F0400","JH1371","s0027V1962","59.6 cm x 73.6 cm, 77.1 cm x 91.0 cm","Sent by the artist from Arles to his brother Theo van Gogh, Paris, at the beginning of May 1888; after Theos death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Stedelijk Museum, Amsterdam, since 22 October 1931; transferred by Vincent Willem van Gogh on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded on 21 July 1962 between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown","Data\Img\s0027V1962\vangoghmuseum-s0027V1962-800-rgb.jpg","Data\Img\s0027V1962\vangoghmuseum-s0027V1962-800-bw.jpg","[651, 800, 3]","[651, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=painting","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=landscape (representation)","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=townscape","https://vangoghmuseum.nl/en/collection?Genre=river landscape","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Arles","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1888","localhost","localhost"
"s0029V1962","The Sower","Vincent van Gogh (1853 - 1890), Arles, November 1888","oil on canvas, 32.5 cm x 40.3 cm","Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","Van Gogh had a special interest in sowers throughout his artistic career. All in all, he made more than 30 drawings and paintings on this theme. He painted this sower in the autumn of 1888. At the time, Van Gogh was working together with Paul Gauguin (1848-1903). Gauguin believed that in his work Van Gogh should draw less on reality and more on his imagination. Here, Van Gogh used colours meant to express emotion and passion. He assigned the leading roles to the greenish-yellow of the sky and the purple of the field. The bright yellow sun looks like a halo, turning the sower into a saint.","F0451","JH1629","s0029V1962","32.5 cm x 40.3 cm, 58.5 cm x 56.5 cm","With his brother Theo van Gogh, Paris, after May 1889; after Theos death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Vincent Willem van Gogh, Laren to the Stedelijk Museum, Amsterdam, since 22 October 1931; transferred by Vincent Willem van Gogh on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded on 21 July 1962 between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown","Data\Img\s0029V1962\vangoghmuseum-s0029V1962-800-rgb.jpg","Data\Img\s0029V1962\vangoghmuseum-s0029V1962-800-bw.jpg","[643, 800, 3]","[643, 800]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=painting","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=landscape (representation)","localhost","https://vangoghmuseum.nl/en/collection?Genre=genre picture","https://vangoghmuseum.nl/en/collection?Genre=peasant life","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Arles","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1888","localhost","localhost"
"s0031V1962","Sunflowers","Vincent van Gogh (1853 - 1890), Arles, January 1889","oil on canvas, 95 cm x 73 cm","Credits (obliged to state): Van Gogh Museum, Amsterdam (Vincent van Gogh Foundation)","Van Goghs paintings of Sunflowers are among his most famous. He did them in Arles, in the south of France, in 1888 and 1889. Vincent painted a total of five large canvases with sunflowers in a vase, with three shades of yellow and nothing else. In this way, he demonstrated that it was possible to create an image with numerous variations of a single colour, without any loss of eloquence. The sunflower paintings had a special significance for Van Gogh: they communicated gratitude, he wrote. He hung the first two in the room of his friend, the painter Paul Gauguin, who came to live with him for a while in the Yellow House. Gauguin was impressed by the sunflowers, which he thought were completely Vincent. Van Gogh had already painted a new version during his friends stay and Gauguin later asked for one as a gift, which Vincent was reluctant to give him. He later produced two loose copies, however, one of which is now in the Van Gogh Museum.","F0458","JH1667","s0031V1962","95 cm x 73 cm, 123.6 cm x 101.2 cm","Sent by the artist from Arles to his brother Theo van Gogh, Paris, at the end of April 1889; after Theos death on 25 January 1891, inherited by his widow, Jo van Gogh-Bonger, and their son, Vincent Willem van Gogh, Paris; administered until her death on 2 September 1925 by Jo van Gogh-Bonger, Bussum/Amsterdam/Laren; given on loan by Jo van Gogh-Bonger to the Rijksmuseum, Amsterdam, from 1917 to 1919; transferred by Vincent Willem van Gogh, Laren, on 10 July 1962 to the Vincent van Gogh Foundation, Amsterdam; agreement concluded on 21 July 1962 between the Vincent van Gogh Foundation and the State of the Netherlands, in which the preservation and management of the collection, and its placing in the Rijksmuseum Vincent van Gogh, to be realized in Amsterdam, is entrusted to the State; given on loan until the opening of the museum on 2 June 1973 to the Stedelijk Museum, Amsterdam; on permanent loan to the Rijksmuseum Vincent van Gogh from 2 June 1973 and at the Van Gogh Museum, Amsterdam, since 1 July 1994.","Vincent van Gogh","Unknown","Unknown","Unknown","Unknown","Data\Img\s0031V1962\vangoghmuseum-s0031V1962-800-rgb.jpg","Data\Img\s0031V1962\vangoghmuseum-s0031V1962-800-bw.jpg","[800, 609, 3]","[800, 609]","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Type=painting","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Genre=still life","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","http://www.vangoghletters.org/vg/letters/let740/letter.html","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Place=Arles","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","localhost","https://vangoghmuseum.nl/en/collection?Date=1889","localhost"
